http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	Reference	Number (Appenidx I)	Family	Species	Loads	Nest	Obs.	M	Acanthaceae	Adoxaceae	Aizoaceae	Amaryllidaceae	Altingiaceae	Anacardiaceae	Apiaceae	Apocynaceae	Aquifoliaceae	Araliaceae	Arecaceae	Asparagaceae	Asphodelaceae	Asteraceae	Balsaminaceae	Berberidaceae	Betulaceae	Bignoniaceae	Bixaceae	Boraginaceae	Brassicaceae	Cactaceae	Calceolariaceae	Campanulaceae	Capparaceae	Caprifoliaceae	Caryophyllaceae	Chenopodiaceae	Cistaceae	Clusiaceae	Colchicaceae	Commelinaceae	Convolvulaceae	Cordiaceae	Cornaceae	Costaceae	Crassulaceae	Cucurbitaceae	Cunoniaceae	Ebenaceae	Elaeagnaceae	Ericaceae	Escalloniaceae	Euphorbiaceae	Fabaceae	Fagaceae	Frankeniaceae	Gentianaceae	Geraniaceae	Grossulariaceae	Heliconiaceae	Hippocastanaceae	Hydrangaceae	Hypericaceae	Iridaceae	Juglandaceae	Juncaceae	Krameriaceae	Lamiaceae	Limnocharitaceae	Lauraceae	Liliaceae s.l.	Linaceae	Loasaceae	Lythraceae	Malpighiaceae	Malvaceae	Melanthiaceae	Melastomataceae	Meliaceae	Mimosaceae	Molluginaceae	Monocots	Muntingiaceae	Montiaceae	Myrtaceae	Nitrariaceae	Nyctaginaceae	Oleaceae	Onagraceae	Orobanchaceae	Oxalidaceae	Papaveraceae	Parnassiaceae	Passifloraceae	Phytolaccaceae	Pinaceae	Plantaginaceae	Plumbaginaceae	Poaceae	Polemoniaceae	Polygonaceae	Pontederiaceae	Primulaceae	Protaceae	Pteridaceae	Ranunculaceae	Resedaceae	Rhamnaceae	Rosaceae	Rubiaceae	Rutaceae	Salicaceae	Santalaceae	Sapindaceae	Saxifragaceae	Scrophulariaceae	Solanaceae	Sterculiaceae	Tamaricaceae	Theaceae	Turneraceae	Ulmaceae	Urticaceae	Verbenaceae	Violaceae	Vitaceae	Xanthorrhoaceae	Zygophyllaceae	Unknown
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L508	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. & Richter, H. (2018)	34	Megachilidae	Hoplitis (Formicapis) robusta	41	null	null	41														1.8															13.6																3.5																																																				1.6			78.5																				1.0
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L509	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) "brunnescens" =prosii Müller, 2022	30	null	null	30														0.7						73.0	0.5																								4.1																																											21.7																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L510	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) adunca	50	null	null	50																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L511	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) annulata	50	null	null	50																				99.6																									0.4																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L512	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) anthocopoides	50	null	null	50																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L513	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) aqabaensis	11	null	null	11																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L514	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) bassana	22	null	null	22																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L515	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) benoisti	57	null	null	57																				99.2	0.3																								0.5																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L516	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) bihamata	22	null	null	22																				50.7																									7.7														41.6																																																													
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L517	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) carinata	50	null	null	50																																													99.9																																																					0.1																						
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L518	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) christae	16	null	null	16	100.0																																																																																																																							
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L519	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) ctenophora	33	null	null	33														0.7						71.6	1.7																								26.0																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L520	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) fabrei	38	null	null	38																				55.6				23.7																					19.1														1.6																																																													
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L521	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) fertoni	53	null	null	53																				98.1	0.2																								1.7																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L522	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) flabellifera	49	null	null	49																				74.0	0.6																								25.4																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L523	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) hierichonica	50	null	null	50																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L524	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) hoggara	27	null	null	27														0.2																															99.8																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L525	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) holmboei	21	null	null	21																				98.9																																																																																																				1.1
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L526	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Sedivy, C., Dorn, S., Widmer, A. & Müller, A. (2013)	77	Megachilidae	Hoplitis (Hoplitis) homalocera	11	null	null	11																				100.0																																																																																																				
